words,pos,chunk,labels,sentence_id
the,_,O,O,36
unethical,_,O,B-THE,36
use,_,O,I-THE,36
of,_,O,O,36
privileged,_,O,B-THE,36
information,_,O,I-THE,36
in,_,O,O,36
strategic,_,O,O,36
decision-making,_,O,B-THE,36
processes,_,O,I-THE,36
.,_,O,O,36
©,_,O,O,36
2018,_,O,O,36
",",_,O,O,36
Springer,_,O,O,36
Science,_,O,O,36
=+,_,O,O,36
Business,_,O,O,36
Media,_,O,O,36
B.V,_,O,O,36
.,_,O,O,36
",",_,O,O,36
part,_,O,O,36
of,_,O,O,36
Springer,_,O,O,36
Nature,_,O,O,36
.,_,O,O,36
This,_,O,O,37
paper,_,O,O,37
is,_,O,O,37
the,_,O,O,37
Introduction,_,O,O,37
to,_,O,O,37
the,_,O,O,37
Special,_,O,O,37
Issue,_,O,O,37
comprising,_,O,O,37
a,_,O,O,37
selection,_,O,B-THE,37
of,_,O,I-THE,37
papers,_,O,I-THE,37
submitted,_,O,O,37
to,_,O,O,37
the,_,O,O,37
19th,_,O,O,37
IESE,_,O,O,37
International,_,O,O,37
Symposium,_,O,O,37
on,_,O,O,37
Ethics,_,O,O,37
",",_,O,O,37
Business,_,O,O,37
and,_,O,O,37
Society,_,O,O,37
.,_,O,O,37
The,_,O,O,38
main,_,O,O,38
topic,_,O,O,38
of,_,O,O,38
the,_,O,O,38
Symposium,_,O,O,38
was,_,O,O,38
“,_,O,O,38
Ethical,_,O,B-THE,38
Challenges,_,O,I-THE,38
in,_,O,O,38
Strategic,_,O,O,38
Management,_,O,O,38
.,_,O,O,38
”,_,O,O,38
The,_,O,O,39
paper,_,O,O,39
presents,_,O,O,39
the,_,O,O,39
rationale,_,O,O,39
and,_,O,O,39
context,_,O,O,39
of,_,O,O,39
the,_,O,O,39
Symposium,_,O,O,39
.,_,O,O,39
We,_,O,O,40
begin,_,O,O,40
with,_,O,O,40
a,_,O,O,40
brief,_,O,O,40
historical,_,O,O,40
overview,_,O,O,40
of,_,O,O,40
the,_,O,O,40
evolution,_,O,O,40
of,_,O,O,40
the,_,O,O,40
relationship,_,O,O,40
between,_,O,O,40
ethics,_,O,B-THE,40
and,_,O,I-THE,40
strategy,_,O,I-THE,40
.,_,O,O,40
We,_,O,O,41
propose,_,O,O,41
four,_,O,O,41
pillars,_,O,O,41
that,_,O,O,41
are,_,O,O,41
at,_,O,O,41
the,_,O,O,41
core,_,O,O,41
of,_,O,O,41
a,_,O,O,41
definition,_,O,O,41
of,_,O,O,41
strategy,_,O,O,41
and,_,O,O,41
elaborate,_,O,O,41
on,_,O,O,41
how,_,O,O,41
ethics,_,O,O,41
can,_,O,O,41
contribute,_,O,O,41
to,_,O,O,41
strategy,_,O,O,41
.,_,O,O,41
We,_,O,O,42
present,_,O,O,42
the,_,O,O,42
six,_,O,O,42
papers,_,O,O,42
that,_,O,O,42
make,_,O,O,42
up,_,O,O,42
this,_,O,O,42
selection,_,O,O,42
within,_,O,O,42
the,_,O,O,42
framework,_,O,O,42
of,_,O,O,42
the,_,O,O,42
four,_,O,O,42
aspects,_,O,O,42
introduced,_,O,O,42
in,_,O,O,42
the,_,O,O,42
previous,_,O,O,42
section,_,O,O,42
.,_,O,O,42
We,_,O,O,43
conclude,_,O,O,43
with,_,O,O,43
some,_,O,O,43
proposals,_,O,O,43
for,_,O,O,43
further,_,O,O,43
research,_,O,O,43
that,_,O,O,43
consider,_,O,O,43
the,_,O,O,43
content,_,O,B-THE,43
of,_,O,I-THE,43
the,_,O,I-THE,43
papers,_,O,I-THE,43
.,_,O,O,43
©,_,O,O,43
2018,_,O,O,43
",",_,O,O,43
Springer,_,O,O,43
Science,_,O,O,43
=+,_,O,O,43
Business,_,O,O,43
Media,_,O,O,43
B.V,_,O,O,43
.,_,O,O,43
",",_,O,O,43
part,_,O,O,43
of,_,O,O,43
Springer,_,O,O,43
Nature,_,O,O,43
.,_,O,O,43
The,_,O,O,44
starting,_,O,O,44
premise,_,O,O,44
of,_,O,O,44
this,_,O,O,44
paper,_,O,O,44
is,_,O,O,44
that,_,O,O,44
business,_,O,O,44
models,_,O,O,44
can,_,O,O,44
transform,_,O,O,44
social,_,O,O,44
reality—sometimes,_,O,O,44
to,_,O,O,44
an,_,O,O,44
extreme,_,O,O,44
.,_,O,O,44
Then,_,O,O,45
",",_,O,O,45
building,_,O,O,45
on,_,O,O,45
the,_,O,O,45
concept,_,O,O,45
of,_,O,O,45
“,_,O,B-THE,45
grand,_,O,I-THE,45
challenges,_,O,I-THE,45
",",_,O,I-THE,45
”,_,O,I-THE,45
we,_,O,O,45
argue,_,O,O,45
that,_,O,O,45
such,_,O,O,45
transformations,_,O,O,45
can,_,O,O,45
be,_,O,O,45
either,_,O,O,45
positive,_,O,O,45
or,_,O,O,45
negative,_,O,O,45
in,_,O,O,45
nature,_,O,O,45
(,_,O,O,45
or,_,O,O,45
both,_,O,O,45
),_,O,O,45
—,_,O,O,45
even,_,O,O,45
in,_,O,O,45
the,_,O,O,45
case,_,O,O,45
of,_,O,O,45
business,_,O,O,45
models,_,O,O,45
designed,_,O,O,45
to,_,O,O,45
improve,_,O,O,45
value,_,O,O,45
not,_,O,O,45
only,_,O,O,45
economically,_,O,O,45
but,_,O,O,45
environmentally,_,O,O,45
and,_,O,O,45
socially,_,O,O,45
as,_,O,O,45
well,_,O,O,45
.,_,O,O,45
To,_,O,O,46
further,_,O,O,46
our,_,O,O,46
understanding,_,O,O,46
of,_,O,O,46
the,_,O,O,46
negative,_,O,O,46
aspects,_,O,O,46
",",_,O,O,46
we,_,O,O,46
introduced,_,O,O,46
two,_,O,O,46
conceptual,_,O,O,46
categories,_,O,O,46
of,_,O,O,46
business,_,O,O,46
model,_,O,O,46
:,_,O,O,46
those,_,O,B-THE,46
for,_,O,I-THE,46
oppression,_,O,I-THE,46
or,_,O,O,46
depletion,_,O,O,46
and,_,O,O,46
exclusionary,_,O,B-THE,46
ones,_,O,I-THE,46
.,_,O,O,46
We,_,O,O,47
further,_,O,O,47
argue,_,O,O,47
that,_,O,O,47
bringing,_,O,O,47
the,_,O,O,47
notion,_,O,O,47
of,_,O,O,47
grand,_,O,O,47
challenges,_,O,O,47
center-stage,_,O,O,47
highlights,_,O,O,47
four,_,O,O,47
elements,_,O,O,47
that,_,O,O,47
can,_,O,O,47
contribute,_,O,O,47
to,_,O,O,47
emerging,_,O,O,47
research,_,O,O,47
and,_,O,O,47
inform,_,O,O,47
practice,_,O,O,47
on,_,O,O,47
transformational,_,O,O,47
business,_,O,O,47
models,_,O,O,47
.,_,O,O,47
These,_,O,O,48
elements,_,O,O,48
are,_,O,O,48
:,_,O,O,48
participatory,_,O,B-THE,48
forms,_,O,I-THE,48
of,_,O,I-THE,48
architecture,_,O,I-THE,48
;,_,O,O,48
multivocal,_,O,B-THE,48
inscriptions,_,O,I-THE,48
;,_,O,O,48
scaffolding,_,O,B-THE,48
;,_,O,O,48
and,_,O,O,48
proximity,_,O,B-THE,48
(,_,O,O,48
understood,_,O,O,48
as,_,O,O,48
a,_,O,O,48
caring,_,O,O,48
concern,_,O,O,48
for,_,O,O,48
the,_,O,O,48
“,_,O,O,48
other,_,O,O,48
”,_,O,O,48
),_,O,O,48
.,_,O,O,48
They,_,O,O,49
are,_,O,O,49
central,_,O,O,49
components,_,O,O,49
of,_,O,O,49
what,_,O,O,49
we,_,O,O,49
name,_,O,O,49
transformational,_,O,O,49
business,_,O,O,49
models,_,O,O,49
.,_,O,O,49
©,_,O,O,49
2018,_,O,O,49
",",_,O,O,49
Springer,_,O,O,49
Science,_,O,O,49
=+,_,O,O,49
Business,_,O,O,49
Media,_,O,O,49
B.V,_,O,O,49
.,_,O,O,49
",",_,O,O,49
part,_,O,O,49
of,_,O,O,49
Springer,_,O,O,49
Nature,_,O,O,49
.,_,O,O,49
This,_,O,O,50
paper,_,O,O,50
examines,_,O,O,50
whether,_,O,O,50
and,_,O,O,50
to,_,O,O,50
what,_,O,O,50
extent,_,O,O,50
the,_,O,O,50
overall,_,O,O,50
business,_,O,O,50
strategy,_,O,O,50
influences,_,O,O,50
the,_,O,O,50
firm,_,O,O,50
’,_,O,O,50
s,_,O,O,50
mismanagement,_,O,B-THE,50
of,_,O,I-THE,50
sustainability,_,O,I-THE,50
.,_,O,O,50
Specifically,_,O,O,51
",",_,O,O,51
an,_,O,O,51
empirical,_,O,O,51
measure,_,O,O,51
for,_,O,O,51
the,_,O,O,51
mismanagement,_,O,O,51
of,_,O,O,51
sustainability,_,O,O,51
is,_,O,O,51
developed,_,O,O,51
by,_,O,O,51
exploiting,_,O,O,51
the,_,O,O,51
newly,_,O,O,51
available,_,O,O,51
materiality,_,O,O,51
guidelines,_,O,O,51
for,_,O,O,51
US,_,O,O,51
firms,_,O,O,51
to,_,O,O,51
define,_,O,O,51
industry-specific,_,O,O,51
material,_,O,O,51
sustainability,_,O,O,51
issues,_,O,O,51
.,_,O,O,51
Using,_,O,O,52
this,_,O,O,52
measure,_,O,O,52
",",_,O,O,52
this,_,O,O,52
paper,_,O,O,52
shows,_,O,O,52
that,_,O,O,52
mismanagement,_,O,O,52
of,_,O,O,52
sustainability,_,O,O,52
can,_,O,O,52
represent,_,O,O,52
unethical,_,O,B-THE,52
business,_,O,I-THE,52
behavior,_,O,I-THE,52
when,_,O,O,52
firms,_,O,O,52
intentionally,_,O,O,52
perform,_,O,O,52
better,_,O,O,52
on,_,O,O,52
immaterial,_,O,O,52
issues,_,O,O,52
than,_,O,O,52
on,_,O,O,52
material,_,O,O,52
issues,_,O,O,52
by,_,O,O,52
diverting,_,O,O,52
stakeholders,_,O,O,52
’,_,O,O,52
attention,_,O,O,52
from,_,O,O,52
the,_,O,O,52
firm,_,O,O,52
’,_,O,O,52
s,_,O,O,52
low,_,O,O,52
overall,_,O,B-THE,52
sustainability,_,O,I-THE,52
performance,_,O,I-THE,52
.,_,O,O,52
This,_,O,O,53
paper,_,O,O,53
assumes,_,O,O,53
that,_,O,O,53
the,_,O,O,53
right,_,O,O,53
business,_,O,O,53
strategy,_,O,O,53
can,_,O,O,53
prevent,_,O,O,53
such,_,O,O,53
unethical,_,O,O,53
actions,_,O,O,53
.,_,O,O,53
Based,_,O,O,54
on,_,O,O,54
Miles,_,O,O,54
and,_,O,O,54
Snow,_,O,O,54
’,_,O,O,54
s,_,O,O,54
(,_,O,O,54
Organizational,_,O,B-THE,54
strategy,_,O,I-THE,54
",",_,O,O,54
structure,_,O,O,54
and,_,O,O,54
process,_,O,O,54
",",_,O,O,54
McGraw-Hill,_,O,O,54
",",_,O,O,54
New,_,O,O,54
York,_,O,O,54
",",_,O,O,54
1978,_,O,O,54
),_,O,O,54
organizational,_,O,B-THE,54
theory,_,O,I-THE,54
",",_,O,O,54
this,_,O,O,54
paper,_,O,O,54
distinguishes,_,O,O,54
between,_,O,O,54
Prospector,_,O,B-THE,54
and,_,O,O,54
Defender,_,O,B-THE,54
business,_,O,I-THE,54
strategies,_,O,I-THE,54
.,_,O,O,54
By,_,O,O,55
employing,_,O,O,55
multiple,_,O,B-THE,55
firm-level,_,O,I-THE,55
panel,_,O,I-THE,55
regressions,_,O,I-THE,55
",",_,O,O,55
the,_,O,O,55
findings,_,O,O,55
suggest,_,O,O,55
that,_,O,O,55
Prospector-type,_,O,B-THE,55
firms,_,O,I-THE,55
are,_,O,O,55
more,_,O,O,55
likely,_,O,O,55
to,_,O,O,55
mismanage,_,O,O,55
sustainability,_,O,O,55
issues,_,O,O,55
compared,_,O,O,55
to,_,O,O,55
Defender-type,_,O,B-THE,55
firms,_,O,I-THE,55
intentionally,_,O,O,55
.,_,O,O,55
The,_,O,O,56
results,_,O,O,56
give,_,O,O,56
implications,_,O,O,56
for,_,O,O,56
researchers,_,O,O,56
",",_,O,O,56
regulators,_,O,O,56
and,_,O,O,56
standard,_,O,O,56
setters,_,O,O,56
",",_,O,O,56
auditors,_,O,O,56
",",_,O,O,56
sustainability,_,O,O,56
practitioners,_,O,O,56
",",_,O,O,56
and,_,O,O,56
scholars,_,O,O,56
.,_,O,O,56
©,_,O,O,56
2018,_,O,O,56
",",_,O,O,56
Springer,_,O,O,56
Science,_,O,O,56
=+,_,O,O,56
Business,_,O,O,56
Media,_,O,O,56
B.V,_,O,O,56
.,_,O,O,56
",",_,O,O,56
part,_,O,O,56
of,_,O,O,56
Springer,_,O,O,56
Nature,_,O,O,56
.,_,O,O,56
Recently,_,O,O,57
",",_,O,O,57
various,_,O,O,57
studies,_,O,O,57
have,_,O,O,57
suggested,_,O,O,57
that,_,O,O,57
ethical,_,O,B-THE,57
leadership,_,O,I-THE,57
offers,_,O,O,57
an,_,O,O,57
important,_,O,O,57
antecedent,_,O,O,57
of,_,O,O,57
fluid,_,O,O,57
internal,_,O,B-THE,57
workplace,_,O,I-THE,57
relationships,_,O,I-THE,57
",",_,O,O,57
which,_,O,O,57
are,_,O,O,57
conducive,_,O,O,57
of,_,O,O,57
internal,_,O,B-THE,57
social,_,O,I-THE,57
capital,_,O,I-THE,57
.,_,O,O,57
Yet,_,O,O,58
existing,_,O,O,58
research,_,O,O,58
has,_,O,O,58
neither,_,O,O,58
inquired,_,O,O,58
into,_,O,O,58
potential,_,O,O,58
mediators,_,O,O,58
of,_,O,O,58
this,_,O,O,58
relationship,_,O,O,58
nor,_,O,O,58
addressed,_,O,O,58
the,_,O,O,58
role,_,O,O,58
of,_,O,O,58
other,_,O,O,58
distinct,_,O,O,58
leadership,_,O,O,58
strategies,_,O,O,58
in,_,O,O,58
encouraging,_,O,O,58
such,_,O,O,58
a,_,O,O,58
valuable,_,O,O,58
capital,_,O,O,58
.,_,O,O,58
This,_,O,O,59
study,_,O,O,59
advances,_,O,O,59
previous,_,O,O,59
research,_,O,O,59
by,_,O,O,59
examining,_,O,O,59
if,_,O,O,59
servant,_,O,B-THE,59
leadership,_,O,I-THE,59
",",_,O,O,59
which,_,O,O,59
seeks,_,O,O,59
to,_,O,O,59
put,_,O,O,59
followers,_,O,O,59
’,_,O,O,59
interests,_,O,O,59
and,_,O,O,59
needs,_,O,O,59
first,_,O,O,59
",",_,O,O,59
can,_,O,O,59
account,_,O,O,59
for,_,O,O,59
social,_,O,B-THE,59
capital,_,O,I-THE,59
variance,_,O,I-THE,59
within,_,O,O,59
the,_,O,O,59
work,_,O,O,59
group,_,O,O,59
",",_,O,O,59
which,_,O,O,59
is,_,O,O,59
the,_,O,O,59
building,_,O,O,59
block,_,O,O,59
of,_,O,O,59
organizations,_,O,O,59
.,_,O,O,59
New,_,O,O,60
to,_,O,O,60
the,_,O,O,60
literature,_,O,O,60
",",_,O,O,60
we,_,O,O,60
also,_,O,O,60
investigate,_,O,O,60
whether,_,O,O,60
group,_,O,B-THE,60
citizenship,_,O,I-THE,60
behavior,_,O,I-THE,60
mediates,_,O,O,60
this,_,O,O,60
relationship,_,O,O,60
.,_,O,O,60
A,_,O,O,61
sample,_,O,O,61
of,_,O,O,61
352,_,O,O,61
work,_,O,O,61
groups,_,O,O,61
",",_,O,O,61
spanning,_,O,O,61
187,_,O,O,61
hotels,_,O,O,61
located,_,O,O,61
in,_,O,O,61
Spain,_,O,O,61
",",_,O,O,61
reveal,_,O,O,61
that,_,O,O,61
group,_,O,B-THE,61
citizenship,_,O,I-THE,61
behavior,_,O,I-THE,61
partially,_,O,O,61
mediates,_,O,O,61
the,_,O,O,61
positive,_,O,O,61
influence,_,O,O,61
of,_,O,O,61
servant,_,O,O,61
leadership,_,O,O,61
on,_,O,O,61
group,_,O,B-THE,61
social,_,O,I-THE,61
capital,_,O,I-THE,61
.,_,O,O,61
Managers,_,O,O,62
can,_,O,O,62
use,_,O,O,62
these,_,O,O,62
findings,_,O,O,62
to,_,O,O,62
lead,_,O,O,62
their,_,O,O,62
businesses,_,O,O,62
in,_,O,O,62
a,_,O,O,62
more,_,O,O,62
socially,_,O,O,62
friendly,_,O,O,62
direction,_,O,O,62
while,_,O,O,62
also,_,O,O,62
building,_,O,O,62
group,_,O,O,62
social,_,O,O,62
capital,_,O,O,62
",",_,O,O,62
which,_,O,O,62
can,_,O,O,62
improve,_,O,O,62
the,_,O,O,62
competitiveness,_,O,O,62
of,_,O,O,62
their,_,O,O,62
work,_,O,O,62
groups,_,O,O,62
",",_,O,O,62
and,_,O,O,62
the,_,O,O,62
entire,_,O,O,62
business,_,O,O,62
.,_,O,O,62
©,_,O,O,62
2018,_,O,O,62
",",_,O,O,62
Springer,_,O,O,62
Science,_,O,O,62
=+,_,O,O,62
Business,_,O,O,62
Media,_,O,O,62
B.V,_,O,O,62
.,_,O,O,62
",",_,O,O,62
part,_,O,O,62
of,_,O,O,62
Springer,_,O,O,62
Nature,_,O,O,62
.,_,O,O,62
Stakeholder,_,O,B-THE,63
engagement,_,O,I-THE,63
is,_,O,O,63
central,_,O,O,63
to,_,O,O,63
organizations,_,O,O,63
’,_,O,O,63
social,_,O,B-THE,63
impact,_,O,I-THE,63
.,_,O,O,63
Engagement,_,O,B-THE,64
activities,_,O,I-THE,64
rely,_,O,O,64
on,_,O,O,64
mechanisms,_,O,O,64
whose,_,O,O,64
complexity,_,O,O,64
increases,_,O,O,64
for,_,O,O,64
multinational,_,O,B-THE,64
corporations,_,O,I-THE,64
(,_,O,O,64
MNCs,_,O,B-THE,64
),_,O,O,64
.,_,O,O,64
This,_,O,O,65
study,_,O,O,65
explores,_,O,O,65
the,_,O,O,65
boundary,_,O,B-THE,65
conditions,_,O,I-THE,65
of,_,O,O,65
our,_,O,O,65
Western,_,O,O,65
/,_,O,O,65
Northern-based,_,O,B-THE,65
knowledge,_,O,I-THE,65
of,_,O,O,65
stakeholder,_,O,B-THE,65
engagement,_,O,I-THE,65
mechanisms,_,O,O,65
through,_,O,O,65
the,_,O,O,65
examination,_,O,O,65
of,_,O,O,65
such,_,O,O,65
practices,_,O,O,65
in,_,O,O,65
multinational,_,O,O,65
companies,_,O,O,65
founded,_,O,O,65
in,_,O,O,65
Latin,_,O,O,65
America,_,O,O,65
(,_,O,O,65
Multilatinas—MLs,_,O,O,65
),_,O,O,65
.,_,O,O,65
Based,_,O,O,66
on,_,O,O,66
previous,_,O,O,66
studies,_,O,O,66
on,_,O,O,66
the,_,O,O,66
identification,_,O,O,66
of,_,O,O,66
organizational,_,O,B-THE,66
stakeholders,_,O,I-THE,66
in,_,O,O,66
the,_,O,O,66
region,_,O,O,66
",",_,O,O,66
we,_,O,O,66
aim,_,O,O,66
to,_,O,O,66
understand,_,O,O,66
the,_,O,O,66
specific,_,O,O,66
engagement,_,O,O,66
mechanisms,_,O,O,66
MLs,_,O,O,66
use,_,O,O,66
.,_,O,O,66
To,_,O,O,67
this,_,O,O,67
end,_,O,O,67
",",_,O,O,67
we,_,O,O,67
analyze,_,O,O,67
qualitatively,_,O,O,67
28,_,O,O,67
corporate,_,O,B-THE,67
sustainability,_,O,I-THE,67
reports,_,O,I-THE,67
by,_,O,O,67
relevant,_,O,O,67
firms,_,O,O,67
.,_,O,O,67
Our,_,O,O,68
findings,_,O,O,68
show,_,O,O,68
that,_,O,O,68
the,_,O,O,68
community,_,O,O,68
includes,_,O,O,68
silent,_,O,O,68
(,_,O,O,68
or,_,O,O,68
non-visible,_,O,O,68
),_,O,O,68
stakeholders,_,O,O,68
composed,_,O,O,68
of,_,O,O,68
subgroups,_,O,O,68
not,_,O,O,68
listed,_,O,O,68
as,_,O,O,68
organizational,_,O,B-THE,68
stakeholders,_,O,I-THE,68
but,_,O,O,68
mentioned,_,O,O,68
in,_,O,O,68
the,_,O,O,68
report,_,O,O,68
as,_,O,O,68
engaged,_,O,O,68
by,_,O,O,68
the,_,O,O,68
company,_,O,O,68
or,_,O,O,68
a,_,O,O,68
subsidiary,_,O,O,68
.,_,O,O,68
MLs,_,O,O,69
in,_,O,O,69
our,_,O,O,69
sample,_,O,O,69
use,_,O,O,69
four,_,O,O,69
main,_,O,O,69
mechanisms,_,O,O,69
to,_,O,O,69
engage,_,O,O,69
these,_,O,O,69
subgroups,_,O,O,69
:,_,O,O,69
(,_,O,O,69
a,_,O,O,69
),_,O,O,69
strong,_,O,O,69
",",_,O,O,69
visible,_,O,B-THE,69
commitments,_,O,I-THE,69
to,_,O,O,69
local,_,O,O,69
social,_,O,B-THE,69
organizations,_,O,I-THE,69
;,_,O,O,69
(,_,O,O,69
b,_,O,O,69
),_,O,O,69
continuous,_,O,B-THE,69
dialogue,_,O,I-THE,69
with,_,O,O,69
members,_,O,O,69
of,_,O,O,69
the,_,O,O,69
community,_,O,O,69
;,_,O,O,69
(,_,O,O,69
c,_,O,O,69
),_,O,O,69
networks,_,O,O,69
of,_,O,O,69
volunteers,_,O,O,69
to,_,O,O,69
help,_,O,O,69
perform,_,O,O,69
the,_,O,O,69
social,_,O,O,69
activities,_,O,O,69
of,_,O,O,69
the,_,O,O,69
companies,_,O,O,69
;,_,O,O,69
and,_,O,O,69
(,_,O,O,69
d,_,O,O,69
),_,O,O,69
creation,_,O,O,69
of,_,O,O,69
social,_,O,B-THE,69
infrastructure,_,O,I-THE,69
institutions,_,O,I-THE,69
.,_,O,O,69
We,_,O,O,70
end,_,O,O,70
by,_,O,O,70
detailing,_,O,O,70
the,_,O,O,70
theoretical,_,O,O,70
implications,_,O,O,70
for,_,O,O,70
stakeholder,_,O,B-THE,70
engagement,_,O,I-THE,70
among,_,O,O,70
emerging,_,O,O,70
economies,_,O,O,70
multinational,_,O,O,70
companies,_,O,O,70
(,_,O,O,70
EMNCs,_,O,O,70
),_,O,O,70
and,_,O,O,70
for,_,O,O,70
MNCs,_,O,O,70
in,_,O,O,70
general,_,O,O,70
.,_,O,O,70
©,_,O,O,70
2018,_,O,O,70
",",_,O,O,70
Springer,_,O,O,70
Science,_,O,O,70
=+,_,O,O,70
Business,_,O,O,70
Media,_,O,O,70
B.V,_,O,O,70
.,_,O,O,70
",",_,O,O,70
part,_,O,O,70
of,_,O,O,70
Springer,_,O,O,70
Nature,_,O,O,70
.,_,O,O,70
The,_,O,O,71
ancient,_,O,O,71
virtue,_,O,B-THE,71
of,_,O,O,71
practical,_,O,B-THE,71
wisdom,_,O,I-THE,71
has,_,O,O,71
lately,_,O,O,71
been,_,O,O,71
enjoying,_,O,O,71
a,_,O,O,71
remarkable,_,O,O,71
renaissance,_,O,O,71
in,_,O,O,71
management,_,O,O,71
literature,_,O,O,71
.,_,O,O,71
The,_,O,O,72
purpose,_,O,O,72
of,_,O,O,72
this,_,O,O,72
article,_,O,O,72
is,_,O,O,72
to,_,O,O,72
add,_,O,O,72
clarity,_,O,O,72
and,_,O,O,72
bring,_,O,O,72
synergy,_,O,O,72
to,_,O,O,72
the,_,O,O,72
interdisciplinary,_,O,B-THE,72
debate,_,O,I-THE,72
.,_,O,O,72
In,_,O,O,73
a,_,O,O,73
review,_,O,O,73
of,_,O,O,73
the,_,O,O,73
wide-ranging,_,O,O,73
field,_,O,O,73
of,_,O,O,73
the,_,O,O,73
existing,_,O,O,73
literature,_,O,O,73
from,_,O,O,73
a,_,O,O,73
philosophical,_,O,B-THE,73
",",_,O,O,73
theological,_,O,B-THE,73
",",_,O,O,73
psychological,_,O,B-THE,73
",",_,O,O,73
and,_,O,O,73
managerial,_,O,B-THE,73
perspective,_,O,I-THE,73
",",_,O,O,73
we,_,O,O,73
show,_,O,O,73
that,_,O,O,73
",",_,O,O,73
although,_,O,O,73
different,_,O,O,73
in,_,O,O,73
terms,_,O,O,73
of,_,O,O,73
approach,_,O,O,73
",",_,O,O,73
methodologies,_,O,O,73
",",_,O,O,73
and,_,O,O,73
justification,_,O,O,73
",",_,O,O,73
the,_,O,O,73
distinct,_,O,O,73
traditions,_,O,O,73
of,_,O,O,73
research,_,O,O,73
on,_,O,O,73
practical,_,O,B-THE,73
wisdom,_,O,I-THE,73
can,_,O,O,73
indeed,_,O,O,73
complement,_,O,O,73
one,_,O,O,73
another,_,O,O,73
.,_,O,O,73
We,_,O,O,74
suggest,_,O,O,74
a,_,O,O,74
conciliatory,_,O,B-THE,74
conception,_,O,I-THE,74
of,_,O,O,74
the,_,O,O,74
various,_,O,O,74
features,_,O,O,74
of,_,O,O,74
practical,_,O,B-THE,74
wisdom,_,O,I-THE,74
in,_,O,O,74
management,_,O,O,74
.,_,O,O,74
This,_,O,O,75
we,_,O,O,75
take,_,O,O,75
as,_,O,O,75
a,_,O,O,75
point,_,O,O,75
of,_,O,O,75
departure,_,O,O,75
for,_,O,O,75
a,_,O,O,75
discussion,_,O,O,75
of,_,O,O,75
the,_,O,O,75
significant,_,O,O,75
implications,_,O,O,75
of,_,O,O,75
the,_,O,O,75
subject,_,O,O,75
for,_,O,O,75
the,_,O,O,75
theory,_,O,O,75
and,_,O,O,75
practice,_,O,O,75
of,_,O,O,75
management,_,O,O,75
and,_,O,O,75
for,_,O,O,75
the,_,O,O,75
direction,_,O,O,75
of,_,O,O,75
further,_,O,O,75
research,_,O,O,75
in,_,O,O,75
the,_,O,O,75
field,_,O,O,75
.,_,O,O,75
©,_,O,O,75
2017,_,O,O,75
",",_,O,O,75
Springer,_,O,O,75
Science,_,O,O,75
=+,_,O,O,75
Business,_,O,O,75
Media,_,O,O,75
Dordrecht,_,O,O,75
.,_,O,O,75
The,_,O,O,76
existence,_,O,O,76
of,_,O,O,76
a,_,O,O,76
plurality,_,O,B-THE,76
of,_,O,I-THE,76
communities,_,O,I-THE,76
",",_,O,O,76
a,_,O,O,76
diversity,_,O,B-THE,76
of,_,O,I-THE,76
norms,_,O,I-THE,76
",",_,O,O,76
and,_,O,O,76
the,_,O,O,76
ultimate,_,O,O,76
contingency,_,O,O,76
of,_,O,O,76
all,_,O,O,76
decisions,_,O,O,76
in,_,O,O,76
modern,_,O,O,76
societies,_,O,O,76
complicates,_,O,O,76
the,_,O,O,76
task,_,O,O,76
of,_,O,O,76
academics,_,O,O,76
and,_,O,O,76
practitioners,_,O,O,76
who,_,O,O,76
wish,_,O,O,76
to,_,O,O,76
be,_,O,O,76
ethical,_,O,O,76
.,_,O,O,76
In,_,O,O,77
this,_,O,O,77
paper,_,O,O,77
",",_,O,O,77
we,_,O,O,77
envisage,_,O,O,77
and,_,O,O,77
articulate,_,O,O,77
a,_,O,O,77
dialogical,_,O,B-THE,77
",",_,O,I-THE,77
communitarian,_,O,I-THE,77
approach,_,O,O,77
to,_,O,O,77
embedding,_,O,O,77
business,_,O,O,77
ethics,_,O,O,77
that,_,O,O,77
requires,_,O,O,77
business,_,O,O,77
ethicists,_,O,O,77
to,_,O,O,77
more,_,O,O,77
reflexively,_,O,O,77
engage,_,O,O,77
with,_,O,O,77
practitioners,_,O,O,77
in,_,O,O,77
working,_,O,O,77
on,_,O,O,77
and,_,O,O,77
representing,_,O,O,77
the,_,O,O,77
normative,_,O,O,77
criteria,_,O,O,77
that,_,O,O,77
people,_,O,O,77
in,_,O,O,77
organisations,_,O,O,77
use,_,O,O,77
to,_,O,O,77
deal,_,O,O,77
with,_,O,O,77
moral,_,O,O,77
dilemmas,_,O,O,77
in,_,O,O,77
business,_,O,O,77
.,_,O,O,77
We,_,O,O,78
promote,_,O,O,78
the,_,O,O,78
idea,_,O,O,78
that,_,O,O,78
business,_,O,B-THE,78
ethicists,_,O,I-THE,78
should,_,O,O,78
not,_,O,O,78
only,_,O,O,78
cross,_,O,O,78
the,_,O,O,78
divide,_,O,O,78
between,_,O,O,78
normative,_,O,B-THE,78
ethics,_,O,I-THE,78
and,_,O,O,78
empirical,_,O,B-THE,78
research,_,O,I-THE,78
",",_,O,O,78
but,_,O,O,78
also,_,O,O,78
take,_,O,O,78
a,_,O,O,78
step,_,O,O,78
beyond,_,O,O,78
the,_,O,O,78
empirical,_,O,O,78
to,_,O,O,78
become,_,O,O,78
more,_,O,O,78
active,_,O,O,78
change,_,O,O,78
